Border,Date,Measure,Value,Average
US-Canada Border,03/01/1997 12:00:00 AM,Pedestrians,21462,18336
US-Mexico Border,03/01/1997 12:00:00 AM,Buses,19618,17816
US-Canada Border,03/01/1997 12:00:00 AM,Truck Containers Empty,17817,84396
US-Canada Border,03/01/1997 12:00:00 AM,Train Passengers,13266,12339
US-Canada Border,03/01/1997 12:00:00 AM,Buses,11625,7841
US-Canada Border,03/01/1997 12:00:00 AM,Rail Containers Empty,10897,40008
US-Mexico Border,03/01/1997 12:00:00 AM,Rail Containers Empty,8863,29576
US-Mexico Border,03/01/1997 12:00:00 AM,Rail Containers Full,5002,24716
US-Canada Border,03/01/1997 12:00:00 AM,Trains,2781,2419
US-Mexico Border,03/01/1997 12:00:00 AM,Train Passengers,926,955
US-Mexico Border,03/01/1997 12:00:00 AM,Trains,560,697
US-Mexico Border,03/01/1996 12:00:00 AM,Personal Vehicle Passengers,14932646,13344170
US-Canada Border,03/01/1996 12:00:00 AM,Personal Vehicle Passengers,6945355,4118476
US-Mexico Border,03/01/1996 12:00:00 AM,Personal Vehicles,5565597,6245270
US-Mexico Border,03/01/1996 12:00:00 AM,Pedestrians,3487754,3616520
US-Canada Border,03/01/1996 12:00:00 AM,Personal Vehicles,2959107,2064689
US-Canada Border,03/01/1996 12:00:00 AM,Trucks,449155,485865
US-Mexico Border,03/01/1996 12:00:00 AM,Trucks,269872,386604
US-Canada Border,03/01/1996 12:00:00 AM,Bus Passengers,209231,172036
US-Mexico Border,03/01/1996 12:00:00 AM,Truck Containers Full,157276,245609
US-Mexico Border,03/01/1996 12:00:00 AM,Bus Passengers,150437,217565
US-Canada Border,03/01/1996 12:00:00 AM,Truck Containers Full,120968,358134
US-Mexico Border,03/01/1996 12:00:00 AM,Truck Containers Empty,110272,135936
US-Canada Border,03/01/1996 12:00:00 AM,Rail Containers Full,33182,105393
US-Canada Border,03/01/1996 12:00:00 AM,Pedestrians,20730,18286
US-Canada Border,03/01/1996 12:00:00 AM,Truck Containers Empty,18363,85772
US-Mexico Border,03/01/1996 12:00:00 AM,Rail Containers Empty,14090,29898
US-Mexico Border,03/01/1996 12:00:00 AM,Rail Containers Full,13666,24946
US-Canada Border,03/01/1996 12:00:00 AM,Train Passengers,12794,12330
US-Canada Border,03/01/1996 12:00:00 AM,Rail Containers Empty,12587,40579
US-Canada Border,03/01/1996 12:00:00 AM,Buses,10840,7778
US-Mexico Border,03/01/1996 12:00:00 AM,Buses,10711,17964
US-Canada Border,03/01/1996 12:00:00 AM,Trains,2741,2412
US-Mexico Border,03/01/1996 12:00:00 AM,Train Passengers,975,954
US-Mexico Border,03/01/1996 12:00:00 AM,Trains,724,696
US-Mexico Border,02/01/2019 12:00:00 AM,Personal Vehicle Passengers,10295407,13409038
US-Mexico Border,02/01/2019 12:00:00 AM,Personal Vehicles,5656319,6257801
US-Mexico Border,02/01/2019 12:00:00 AM,Pedestrians,3416106,3620784
US-Canada Border,02/01/2019 12:00:00 AM,Personal Vehicle Passengers,2777212,4147014
US-Canada Border,02/01/2019 12:00:00 AM,Personal Vehicles,1534560,2075968
US-Mexico Border,02/01/2019 12:00:00 AM,Trucks,512524,383925
US-Canada Border,02/01/2019 12:00:00 AM,Trucks,429813,487058
US-Mexico Border,02/01/2019 12:00:00 AM,Truck Containers Full,375688,242841
US-Canada Border,02/01/2019 12:00:00 AM,Truck Containers Full,323630,358868
US-Mexico Border,02/01/2019 12:00:00 AM,Truck Containers Empty,142612,135794
US-Mexico Border,02/01/2019 12:00:00 AM,Bus Passengers,125669,219521
US-Canada Border,02/01/2019 12:00:00 AM,Rail Containers Full,123643,105004
US-Canada Border,02/01/2019 12:00:00 AM,Truck Containers Empty,115624,85137
US-Canada Border,02/01/2019 12:00:00 AM,Bus Passengers,75740,174085
US-Mexico Border,02/01/2019 12:00:00 AM,Rail Containers Empty,46374,29548
US-Canada Border,02/01/2019 12:00:00 AM,Rail Containers Empty,44492,40496
US-Mexico Border,02/01/2019 12:00:00 AM,Rail Containers Full,37029,24689
US-Canada Border,02/01/2019 12:00:00 AM,Pedestrians,12009,18419
US-Mexico Border,02/01/2019 12:00:00 AM,Buses,11467,18102
US-Canada Border,02/01/2019 12:00:00 AM,Train Passengers,9277,12394
US-Canada Border,02/01/2019 12:00:00 AM,Buses,3770,7863
US-Canada Border,02/01/2019 12:00:00 AM,Trains,1607,2429
US-Mexico Border,02/01/2019 12:00:00 AM,Trains,931,691
US-Mexico Border,02/01/2019 12:00:00 AM,Train Passengers,816,957
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,10888482,13463832
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicles,5903899,6265494
US-Mexico Border,02/01/2018 12:00:00 AM,Pedestrians,3526195,3622840
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,3022028,4171470
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicles,1666594,2084868
US-Mexico Border,02/01/2018 12:00:00 AM,Trucks,491399,381589
US-Canada Border,02/01/2018 12:00:00 AM,Trucks,448194,487903
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Full,351568,240477
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Full,326173,359578
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Full,136507,104319
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Empty,136474,135779
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Empty,131612,84126
US-Mexico Border,02/01/2018 12:00:00 AM,Bus Passengers,106763,221972
US-Canada Border,02/01/2018 12:00:00 AM,Bus Passengers,85214,176017
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Empty,57667,40123
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Empty,41810,29281
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Full,39167,24374
US-Canada Border,02/01/2018 12:00:00 AM,Pedestrians,12936,18538
US-Mexico Border,02/01/2018 12:00:00 AM,Buses,11504,18246
US-Canada Border,02/01/2018 12:00:00 AM,Train Passengers,8544,12478
US-Canada Border,02/01/2018 12:00:00 AM,Buses,4294,7941
US-Canada Border,02/01/2018 12:00:00 AM,Trains,1712,2445
US-Mexico Border,02/01/2018 12:00:00 AM,Trains,827,688
US-Mexico Border,02/01/2018 12:00:00 AM,Train Passengers,688,963
US-Mexico Border,02/01/2017 12:00:00 AM,Personal Vehicle Passengers,10320154,13533692
US-Mexico Border,02/01/2017 12:00:00 AM,Personal Vehicles,5699768,6278066
US-Mexico Border,02/01/2017 12:00:00 AM,Pedestrians,3155207,3633232
US-Canada Border,02/01/2017 12:00:00 AM,Personal Vehicle Passengers,2878409,4200205
US-Canada Border,02/01/2017 12:00:00 AM,Personal Vehicles,1664326,2094213
US-Mexico Border,02/01/2017 12:00:00 AM,Trucks,469120,379644
US-Canada Border,02/01/2017 12:00:00 AM,Trucks,453800,488660
US-Mexico Border,02/01/2017 12:00:00 AM,Truck Containers Full,329258,238504
US-Canada Border,02/01/2017 12:00:00 AM,Truck Containers Full,325352,360339
US-Mexico Border,02/01/2017 12:00:00 AM,Truck Containers Empty,142165,135638
US-Canada Border,02/01/2017 12:00:00 AM,Truck Containers Empty,137539,82939
US-Canada Border,02/01/2017 12:00:00 AM,Rail Containers Full,133782,103665
US-Mexico Border,02/01/2017 12:00:00 AM,Bus Passengers,106487,224538
US-Canada Border,02/01/2017 12:00:00 AM,Bus Passengers,88227,177968
US-Canada Border,02/01/2017 12:00:00 AM,Rail Containers Empty,57223,39743
US-Mexico Border,02/01/2017 12:00:00 AM,Rail Containers Empty,39107,29063
US-Mexico Border,02/01/2017 12:00:00 AM,Rail Containers Full,38475,24061
US-Canada Border,02/01/2017 12:00:00 AM,Pedestrians,12616,18670
US-Mexico Border,02/01/2017 12:00:00 AM,Buses,12026,18384
US-Canada Border,02/01/2017 12:00:00 AM,Train Passengers,10640,12519
US-Canada Border,02/01/2017 12:00:00 AM,Buses,4592,8015
US-Canada Border,02/01/2017 12:00:00 AM,Trains,1744,2460
US-Mexico Border,02/01/2017 12:00:00 AM,Trains,840,685
US-Mexico Border,02/01/2017 12:00:00 AM,Train Passengers,821,966
US-Mexico Border,02/01/2016 12:00:00 AM,Personal Vehicle Passengers,10714957,13597754
US-Mexico Border,02/01/2016 12:00:00 AM,Personal Vehicles,5926084,6286066
US-Mexico Border,02/01/2016 12:00:00 AM,Pedestrians,3361237,3639414
US-Canada Border,02/01/2016 12:00:00 AM,Personal Vehicle Passengers,2814649,4231695
US-Canada Border,02/01/2016 12:00:00 AM,Personal Vehicles,1664473,2103980
US-Canada Border,02/01/2016 12:00:00 AM,Trucks,476753,488931
US-Mexico Border,02/01/2016 12:00:00 AM,Trucks,468416,377626
US-Canada Border,02/01/2016 12:00:00 AM,Truck Containers Full,401214,359410
US-Mexico Border,02/01/2016 12:00:00 AM,Truck Containers Full,330901,236404
US-Mexico Border,02/01/2016 12:00:00 AM,Bus Passengers,149311,226248
US-Mexico Border,02/01/2016 12:00:00 AM,Truck Containers Empty,133565,135685
US-Canada Border,02/01/2016 12:00:00 AM,Rail Containers Full,131342,103036
US-Canada Border,02/01/2016 12:00:00 AM,Truck Containers Empty,100057,82550
US-Canada Border,02/01/2016 12:00:00 AM,Bus Passengers,97397,179799
US-Canada Border,02/01/2016 12:00:00 AM,Rail Containers Empty,50203,39505
US-Mexico Border,02/01/2016 12:00:00 AM,Rail Containers Full,41405,23667
US-Mexico Border,02/01/2016 12:00:00 AM,Rail Containers Empty,37174,28878
US-Mexico Border,02/01/2016 12:00:00 AM,Buses,13636,18492
US-Canada Border,02/01/2016 12:00:00 AM,Pedestrians,12084,18820
US-Canada Border,02/01/2016 12:00:00 AM,Train Passengers,11837,12534
US-Canada Border,02/01/2016 12:00:00 AM,Buses,5156,8080
US-Canada Border,02/01/2016 12:00:00 AM,Trains,2320,2463
US-Mexico Border,02/01/2016 12:00:00 AM,Train Passengers,916,967
US-Mexico Border,02/01/2016 12:00:00 AM,Trains,831,682
US-Mexico Border,02/01/2015 12:00:00 AM,Personal Vehicle Passengers,10020758,13680940
US-Mexico Border,02/01/2015 12:00:00 AM,Personal Vehicles,5609958,6301789
US-Mexico Border,02/01/2015 12:00:00 AM,Pedestrians,3207302,3649463
US-Canada Border,02/01/2015 12:00:00 AM,Personal Vehicle Passengers,3094499,4258141
US-Canada Border,02/01/2015 12:00:00 AM,Personal Vehicles,1804273,2110950
US-Canada Border,02/01/2015 12:00:00 AM,Trucks,440692,490053
US-Mexico Border,02/01/2015 12:00:00 AM,Trucks,434241,376310
US-Canada Border,02/01/2015 12:00:00 AM,Truck Containers Full,314743,360449
US-Mexico Border,02/01/2015 12:00:00 AM,Truck Containers Full,308734,234722
US-Mexico Border,02/01/2015 12:00:00 AM,Bus Passengers,158251,227829
US-Mexico Border,02/01/2015 12:00:00 AM,Truck Containers Empty,123725,135963
US-Canada Border,02/01/2015 12:00:00 AM,Rail Containers Full,122992,102571
US-Canada Border,02/01/2015 12:00:00 AM,Bus Passengers,106349,181507
US-Canada Border,02/01/2015 12:00:00 AM,Truck Containers Empty,101442,82111
US-Canada Border,02/01/2015 12:00:00 AM,Rail Containers Empty,57483,39087
US-Mexico Border,02/01/2015 12:00:00 AM,Rail Containers Full,36563,23367
US-Mexico Border,02/01/2015 12:00:00 AM,Rail Containers Empty,35111,28733
US-Mexico Border,02/01/2015 12:00:00 AM,Buses,13742,18602
US-Canada Border,02/01/2015 12:00:00 AM,Train Passengers,11916,12549
US-Canada Border,02/01/2015 12:00:00 AM,Pedestrians,11390,18992
US-Canada Border,02/01/2015 12:00:00 AM,Buses,6131,8126
US-Canada Border,02/01/2015 12:00:00 AM,Trains,2354,2466
US-Mexico Border,02/01/2015 12:00:00 AM,Train Passengers,786,972
US-Mexico Border,02/01/2015 12:00:00 AM,Trains,778,679
US-Mexico Border,02/01/2014 12:00:00 AM,Personal Vehicle Passengers,9302310,13785193
US-Mexico Border,02/01/2014 12:00:00 AM,Personal Vehicles,5122080,6329877
US-Canada Border,02/01/2014 12:00:00 AM,Personal Vehicle Passengers,3514880,4275838
US-Mexico Border,02/01/2014 12:00:00 AM,Pedestrians,3227472,3659510
US-Canada Border,02/01/2014 12:00:00 AM,Personal Vehicles,1946939,2114855
US-Canada Border,02/01/2014 12:00:00 AM,Trucks,444749,491132
US-Mexico Border,02/01/2014 12:00:00 AM,Trucks,422277,375215
US-Canada Border,02/01/2014 12:00:00 AM,Truck Containers Full,332464,361115
US-Mexico Border,02/01/2014 12:00:00 AM,Truck Containers Full,302225,233115
US-Mexico Border,02/01/2014 12:00:00 AM,Bus Passengers,161349,229412
US-Mexico Border,02/01/2014 12:00:00 AM,Truck Containers Empty,122777,136277
US-Canada Border,02/01/2014 12:00:00 AM,Rail Containers Full,117762,102210
US-Canada Border,02/01/2014 12:00:00 AM,Bus Passengers,111190,183181
US-Canada Border,02/01/2014 12:00:00 AM,Truck Containers Empty,108834,81475
US-Canada Border,02/01/2014 12:00:00 AM,Rail Containers Empty,52968,38757
US-Mexico Border,02/01/2014 12:00:00 AM,Rail Containers Full,36238,23060
US-Mexico Border,02/01/2014 12:00:00 AM,Rail Containers Empty,32305,28648
US-Mexico Border,02/01/2014 12:00:00 AM,Buses,14414,18702
US-Canada Border,02/01/2014 12:00:00 AM,Pedestrians,11364,19174
US-Canada Border,02/01/2014 12:00:00 AM,Train Passengers,11266,12579
US-Canada Border,02/01/2014 12:00:00 AM,Buses,5919,8178
US-Canada Border,02/01/2014 12:00:00 AM,Trains,2103,2475
US-Mexico Border,02/01/2014 12:00:00 AM,Trains,720,678
US-Mexico Border,02/01/2014 12:00:00 AM,Train Passengers,703,978
US-Mexico Border,02/01/2013 12:00:00 AM,Personal Vehicle Passengers,8767637,13907572
US-Mexico Border,02/01/2013 12:00:00 AM,Personal Vehicles,4958117,6363335
US-Canada Border,02/01/2013 12:00:00 AM,Personal Vehicle Passengers,3836360,4286557
US-Mexico Border,02/01/2013 12:00:00 AM,Pedestrians,3249782,3669504
US-Canada Border,02/01/2013 12:00:00 AM,Personal Vehicles,2146613,2114080
US-Canada Border,02/01/2013 12:00:00 AM,Trucks,437245,492446
US-Mexico Border,02/01/2013 12:00:00 AM,Trucks,408669,374399
US-Canada Border,02/01/2013 12:00:00 AM,Truck Containers Full,315990,362216
US-Mexico Border,02/01/2013 12:00:00 AM,Truck Containers Full,283766,231880
US-Mexico Border,02/01/2013 12:00:00 AM,Bus Passengers,188305,230415
US-Mexico Border,02/01/2013 12:00:00 AM,Truck Containers Empty,123374,136591
US-Canada Border,02/01/2013 12:00:00 AM,Rail Containers Full,118728,101807
US-Canada Border,02/01/2013 12:00:00 AM,Bus Passengers,116814,184800
US-Canada Border,02/01/2013 12:00:00 AM,Truck Containers Empty,110879,80758
US-Canada Border,02/01/2013 12:00:00 AM,Rail Containers Empty,54584,38370
US-Mexico Border,02/01/2013 12:00:00 AM,Rail Containers Full,33885,22796
US-Mexico Border,02/01/2013 12:00:00 AM,Rail Containers Empty,29815,28620
US-Mexico Border,02/01/2013 12:00:00 AM,Buses,15579,18778
US-Canada Border,02/01/2013 12:00:00 AM,Pedestrians,11124,19370
US-Canada Border,02/01/2013 12:00:00 AM,Train Passengers,10598,12628
US-Canada Border,02/01/2013 12:00:00 AM,Buses,5814,8236
US-Canada Border,02/01/2013 12:00:00 AM,Trains,2113,2483
US-Mexico Border,02/01/2013 12:00:00 AM,Trains,700,678
US-Mexico Border,02/01/2013 12:00:00 AM,Train Passengers,324,994
US-Mexico Border,02/01/2012 12:00:00 AM,Personal Vehicle Passengers,8662060,14038710
US-Mexico Border,02/01/2012 12:00:00 AM,Personal Vehicles,4886864,6400247
US-Canada Border,02/01/2012 12:00:00 AM,Personal Vehicle Passengers,3863511,4297133
US-Mexico Border,02/01/2012 12:00:00 AM,Pedestrians,3342384,3677682
US-Canada Border,02/01/2012 12:00:00 AM,Personal Vehicles,2181072,2112405
US-Canada Border,02/01/2012 12:00:00 AM,Trucks,451118,493479
US-Mexico Border,02/01/2012 12:00:00 AM,Trucks,417237,373328
US-Canada Border,02/01/2012 12:00:00 AM,Truck Containers Full,336818,362851
US-Mexico Border,02/01/2012 12:00:00 AM,Truck Containers Full,288069,230475
US-Mexico Border,02/01/2012 12:00:00 AM,Bus Passengers,197001,231250
US-Canada Border,02/01/2012 12:00:00 AM,Bus Passengers,133961,186071
US-Mexico Border,02/01/2012 12:00:00 AM,Truck Containers Empty,128405,136796
US-Canada Border,02/01/2012 12:00:00 AM,Rail Containers Full,113373,101518
US-Canada Border,02/01/2012 12:00:00 AM,Truck Containers Empty,99764,80282
US-Canada Border,02/01/2012 12:00:00 AM,Rail Containers Empty,56656,37913
US-Mexico Border,02/01/2012 12:00:00 AM,Rail Containers Empty,36125,28432
US-Mexico Border,02/01/2012 12:00:00 AM,Rail Containers Full,32788,22546
US-Canada Border,02/01/2012 12:00:00 AM,Pedestrians,19367,19370
US-Mexico Border,02/01/2012 12:00:00 AM,Buses,16014,18847
US-Canada Border,02/01/2012 12:00:00 AM,Train Passengers,12049,12642
US-Canada Border,02/01/2012 12:00:00 AM,Buses,6737,8273
US-Canada Border,02/01/2012 12:00:00 AM,Trains,2180,2491
US-Mexico Border,02/01/2012 12:00:00 AM,Trains,718,677
US-Mexico Border,02/01/2012 12:00:00 AM,Train Passengers,278,1012
US-Mexico Border,02/01/2011 12:00:00 AM,Personal Vehicle Passengers,8171180,14189160
US-Mexico Border,02/01/2011 12:00:00 AM,Personal Vehicles,4619191,6445915
US-Canada Border,02/01/2011 12:00:00 AM,Personal Vehicle Passengers,3374657,4320786
US-Mexico Border,02/01/2011 12:00:00 AM,Pedestrians,3094367,3692639
US-Canada Border,02/01/2011 12:00:00 AM,Personal Vehicles,1910489,2117583
US-Canada Border,02/01/2011 12:00:00 AM,Trucks,419227,495383
US-Mexico Border,02/01/2011 12:00:00 AM,Trucks,375579,373270
US-Canada Border,02/01/2011 12:00:00 AM,Truck Containers Full,311553,364166
US-Mexico Border,02/01/2011 12:00:00 AM,Truck Containers Full,258810,229748
US-Mexico Border,02/01/2011 12:00:00 AM,Bus Passengers,177045,232640
US-Canada Border,02/01/2011 12:00:00 AM,Bus Passengers,128865,187538
US-Mexico Border,02/01/2011 12:00:00 AM,Truck Containers Empty,115713,137337
US-Canada Border,02/01/2011 12:00:00 AM,Rail Containers Full,97349,101625
US-Canada Border,02/01/2011 12:00:00 AM,Truck Containers Empty,90170,80029
US-Canada Border,02/01/2011 12:00:00 AM,Rail Containers Empty,44420,37746
US-Mexico Border,02/01/2011 12:00:00 AM,Rail Containers Empty,27250,28462
US-Mexico Border,02/01/2011 12:00:00 AM,Rail Containers Full,26899,22435
US-Mexico Border,02/01/2011 12:00:00 AM,Buses,15825,18924
US-Canada Border,02/01/2011 12:00:00 AM,Pedestrians,12843,19538
US-Canada Border,02/01/2011 12:00:00 AM,Train Passengers,10974,12685
US-Canada Border,02/01/2011 12:00:00 AM,Buses,6614,8316
US-Canada Border,02/01/2011 12:00:00 AM,Trains,1919,2506
US-Mexico Border,02/01/2011 12:00:00 AM,Trains,580,679
US-Mexico Border,02/01/2011 12:00:00 AM,Train Passengers,276,1031
US-Mexico Border,02/01/2010 12:00:00 AM,Personal Vehicle Passengers,9822417,14304074
US-Mexico Border,02/01/2010 12:00:00 AM,Personal Vehicles,5048597,6482686
US-Canada Border,02/01/2010 12:00:00 AM,Personal Vehicle Passengers,3343790,4346497
US-Mexico Border,02/01/2010 12:00:00 AM,Pedestrians,3083023,3708681
US-Canada Border,02/01/2010 12:00:00 AM,Personal Vehicles,1770823,2126708
US-Canada Border,02/01/2010 12:00:00 AM,Trucks,417651,497428
US-Mexico Border,02/01/2010 12:00:00 AM,Trucks,365684,373470
US-Canada Border,02/01/2010 12:00:00 AM,Truck Containers Full,322016,365275
US-Mexico Border,02/01/2010 12:00:00 AM,Truck Containers Full,247019,229294
US-Mexico Border,02/01/2010 12:00:00 AM,Bus Passengers,159805,234557
US-Canada Border,02/01/2010 12:00:00 AM,Bus Passengers,138275,188834
US-Mexico Border,02/01/2010 12:00:00 AM,Truck Containers Empty,121358,137757
US-Canada Border,02/01/2010 12:00:00 AM,Rail Containers Full,100101,101665
US-Canada Border,02/01/2010 12:00:00 AM,Truck Containers Empty,88352,79810
US-Canada Border,02/01/2010 12:00:00 AM,Rail Containers Empty,45674,37538
US-Mexico Border,02/01/2010 12:00:00 AM,Rail Containers Empty,28261,28468
US-Mexico Border,02/01/2010 12:00:00 AM,Rail Containers Full,24508,22380
US-Mexico Border,02/01/2010 12:00:00 AM,Buses,16067,19000
US-Canada Border,02/01/2010 12:00:00 AM,Pedestrians,14006,19683
US-Canada Border,02/01/2010 12:00:00 AM,Train Passengers,13665,12659
US-Canada Border,02/01/2010 12:00:00 AM,Buses,6979,8351
US-Canada Border,02/01/2010 12:00:00 AM,Trains,2003,2519
US-Mexico Border,02/01/2010 12:00:00 AM,Trains,591,682
US-Mexico Border,02/01/2010 12:00:00 AM,Train Passengers,272,1051
US-Mexico Border,02/01/2009 12:00:00 AM,Personal Vehicle Passengers,10571539,14404953
US-Mexico Border,02/01/2009 12:00:00 AM,Personal Vehicles,5435201,6510997
US-Mexico Border,02/01/2009 12:00:00 AM,Pedestrians,3270412,3720526
US-Canada Border,02/01/2009 12:00:00 AM,Personal Vehicle Passengers,3212259,4377152
US-Canada Border,02/01/2009 12:00:00 AM,Personal Vehicles,1676466,2138877
US-Canada Border,02/01/2009 12:00:00 AM,Trucks,384478,500481
US-Mexico Border,02/01/2009 12:00:00 AM,Trucks,328561,374684
US-Canada Border,02/01/2009 12:00:00 AM,Truck Containers Full,296835,367125
US-Mexico Border,02/01/2009 12:00:00 AM,Truck Containers Full,209249,229836
US-Mexico Border,02/01/2009 12:00:00 AM,Bus Passengers,168181,236351
US-Canada Border,02/01/2009 12:00:00 AM,Bus Passengers,149370,189901
US-Mexico Border,02/01/2009 12:00:00 AM,Truck Containers Empty,121745,138190
US-Canada Border,02/01/2009 12:00:00 AM,Truck Containers Empty,80508,79791
US-Canada Border,02/01/2009 12:00:00 AM,Rail Containers Full,77920,102306
US-Canada Border,02/01/2009 12:00:00 AM,Rail Containers Empty,44115,37360
US-Mexico Border,02/01/2009 12:00:00 AM,Rail Containers Empty,25526,28547
US-Mexico Border,02/01/2009 12:00:00 AM,Buses,18185,19022
US-Mexico Border,02/01/2009 12:00:00 AM,Rail Containers Full,16863,22529
US-Canada Border,02/01/2009 12:00:00 AM,Pedestrians,14992,19810
US-Canada Border,02/01/2009 12:00:00 AM,Train Passengers,8667,12767
US-Canada Border,02/01/2009 12:00:00 AM,Buses,7018,8387
US-Canada Border,02/01/2009 12:00:00 AM,Trains,1931,2535
US-Mexico Border,02/01/2009 12:00:00 AM,Trains,615,684
US-Mexico Border,02/01/2009 12:00:00 AM,Train Passengers,524,1065
US-Mexico Border,02/01/2008 12:00:00 AM,Personal Vehicle Passengers,12146198,14467696
US-Mexico Border,02/01/2008 12:00:00 AM,Personal Vehicles,6304928,6516721
US-Mexico Border,02/01/2008 12:00:00 AM,Pedestrians,3884769,3715964
US-Canada Border,02/01/2008 12:00:00 AM,Personal Vehicle Passengers,3604838,4398605
US-Canada Border,02/01/2008 12:00:00 AM,Personal Vehicles,1920308,2144948
US-Canada Border,02/01/2008 12:00:00 AM,Trucks,494703,500642
US-Mexico Border,02/01/2008 12:00:00 AM,Trucks,410154,373698
US-Canada Border,02/01/2008 12:00:00 AM,Truck Containers Full,399168,366235
US-Mexico Border,02/01/2008 12:00:00 AM,Bus Passengers,269605,235427
US-Mexico Border,02/01/2008 12:00:00 AM,Truck Containers Full,258961,229027
US-Canada Border,02/01/2008 12:00:00 AM,Bus Passengers,236574,188604
US-Mexico Border,02/01/2008 12:00:00 AM,Truck Containers Empty,148814,137895
US-Canada Border,02/01/2008 12:00:00 AM,Rail Containers Full,109312,102112
US-Canada Border,02/01/2008 12:00:00 AM,Truck Containers Empty,93242,79417
US-Canada Border,02/01/2008 12:00:00 AM,Rail Containers Empty,43865,37179
US-Mexico Border,02/01/2008 12:00:00 AM,Rail Containers Empty,37961,28286
US-Mexico Border,02/01/2008 12:00:00 AM,Rail Containers Full,26962,22406
US-Mexico Border,02/01/2008 12:00:00 AM,Buses,20564,18979
US-Canada Border,02/01/2008 12:00:00 AM,Pedestrians,18038,19859
US-Canada Border,02/01/2008 12:00:00 AM,Train Passengers,10630,12826
US-Canada Border,02/01/2008 12:00:00 AM,Buses,8013,8397
US-Canada Border,02/01/2008 12:00:00 AM,Trains,2285,2542
US-Mexico Border,02/01/2008 12:00:00 AM,Train Passengers,1696,1047
US-Mexico Border,02/01/2008 12:00:00 AM,Trains,852,679
US-Mexico Border,02/01/2007 12:00:00 AM,Personal Vehicle Passengers,12722598,14517556
US-Mexico Border,02/01/2007 12:00:00 AM,Personal Vehicles,6476693,6517864
US-Mexico Border,02/01/2007 12:00:00 AM,Pedestrians,3742490,3715206
US-Canada Border,02/01/2007 12:00:00 AM,Personal Vehicle Passengers,3421337,4426527
US-Canada Border,02/01/2007 12:00:00 AM,Personal Vehicles,1804361,2154679
US-Canada Border,02/01/2007 12:00:00 AM,Trucks,514972,500232
US-Canada Border,02/01/2007 12:00:00 AM,Truck Containers Full,430045,364411
US-Mexico Border,02/01/2007 12:00:00 AM,Trucks,378824,373552
US-Mexico Border,02/01/2007 12:00:00 AM,Truck Containers Full,244817,228575
US-Mexico Border,02/01/2007 12:00:00 AM,Bus Passengers,209480,236168
US-Canada Border,02/01/2007 12:00:00 AM,Bus Passengers,191802,188513
US-Mexico Border,02/01/2007 12:00:00 AM,Truck Containers Empty,138774,137870
US-Canada Border,02/01/2007 12:00:00 AM,Rail Containers Full,99058,102199
US-Canada Border,02/01/2007 12:00:00 AM,Truck Containers Empty,78024,79457
US-Canada Border,02/01/2007 12:00:00 AM,Rail Containers Empty,36296,37205
US-Mexico Border,02/01/2007 12:00:00 AM,Rail Containers Empty,34688,28103
US-Mexico Border,02/01/2007 12:00:00 AM,Rail Containers Full,28480,22233
US-Mexico Border,02/01/2007 12:00:00 AM,Buses,19608,18961
US-Canada Border,02/01/2007 12:00:00 AM,Pedestrians,11668,20093
US-Canada Border,02/01/2007 12:00:00 AM,Train Passengers,9292,12927
US-Canada Border,02/01/2007 12:00:00 AM,Buses,7536,8422
US-Canada Border,02/01/2007 12:00:00 AM,Trains,2146,2553
US-Mexico Border,02/01/2007 12:00:00 AM,Train Passengers,1670,1029
US-Mexico Border,02/01/2007 12:00:00 AM,Trains,804,675
US-Mexico Border,02/01/2006 12:00:00 AM,Personal Vehicle Passengers,14036680,14531700
US-Mexico Border,02/01/2006 12:00:00 AM,Personal Vehicles,7008359,6503438
US-Canada Border,02/01/2006 12:00:00 AM,Personal Vehicle Passengers,3932488,4441057
US-Mexico Border,02/01/2006 12:00:00 AM,Pedestrians,3434057,3723475
US-Canada Border,02/01/2006 12:00:00 AM,Personal Vehicles,1930380,2161276
US-Canada Border,02/01/2006 12:00:00 AM,Trucks,524623,499515
US-Canada Border,02/01/2006 12:00:00 AM,Truck Containers Full,465306,361444
US-Mexico Border,02/01/2006 12:00:00 AM,Trucks,381670,373313
US-Mexico Border,02/01/2006 12:00:00 AM,Truck Containers Full,249897,227948
US-Mexico Border,02/01/2006 12:00:00 AM,Bus Passengers,245881,235882
US-Canada Border,02/01/2006 12:00:00 AM,Bus Passengers,210590,187863
US-Mexico Border,02/01/2006 12:00:00 AM,Truck Containers Empty,125724,138227
US-Canada Border,02/01/2006 12:00:00 AM,Rail Containers Full,114632,101833
US-Canada Border,02/01/2006 12:00:00 AM,Truck Containers Empty,81178,79406
